Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
Sгo Tomй and Prнncipe,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,559.22","1,500.36","1,606.94","1,568.01","1,489.01","1,635.30","1,529.63","1,479.75","1,519.39","1,581.86","1,561.05","1,587.67","1,588.23","1,624.63","1,664.30","1,701.13","1,725.86","1,740.74","1,771.72","1,808.71","1,825.27","1,879.44","1,918.06","2,041.97","2,128.25","2,293.34","2,511.53","2,588.60","2,792.52","2,811.27","2,965.51","3,089.65","3,041.83","3,409.17","3,911.89","3,904.93","3,952.15","3,975.03","4,092.89","4,178.25","4,256.58","4,415.48","4,709.57","4,895.13","5,058.36","5,232.85","5,219.85","5,422.13",2011
Saudi Arabia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","44,859.48","47,671.84","38,212.18","31,746.04","29,864.03","26,466.25","30,086.74","27,414.11","30,571.36","30,103.82","34,260.79","38,793.74","38,823.08","38,455.71","38,550.25","38,496.95","39,271.76","39,422.10","40,036.43","38,136.46","40,207.37","39,642.28","38,187.66","42,278.82","45,739.04","48,168.24","49,362.68","49,936.80","52,301.70","49,863.31","51,270.00","55,917.98","57,284.48","56,015.95","56,785.55","49,637.15","46,422.86","48,014.59","49,189.72","49,055.70","46,511.68","49,386.17","55,802.34","58,736.30","60,513.73","62,180.30","63,953.24","65,847.12",2020
Senegal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,068.83","1,196.60","1,332.57","1,274.01","1,329.99","1,375.69","1,404.20","1,480.95","1,478.62","1,550.91","1,552.54","1,600.63","1,613.00","1,624.76","1,609.82","1,697.75","1,717.22","1,751.45","1,833.39","1,924.87","1,997.20","2,079.63","2,062.61","2,166.67","2,270.29","2,380.73","2,446.93","2,516.71","2,589.58","2,606.18","2,653.15","2,669.52","2,739.42","2,742.42","2,830.70","2,971.35","3,075.94","3,203.91","3,388.54","3,510.42","3,503.63","3,767.14","4,113.05","4,481.88","4,917.50","5,112.09","5,326.58","5,556.88",2020
Serbia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,308.90","6,784.79","7,384.20","7,882.85","8,847.34","10,081.59","10,966.54","12,036.89","13,016.83","12,793.58","13,094.55","13,742.30","13,929.19","14,624.10","14,657.08","14,932.42","15,856.45","16,621.47","17,880.96","19,040.62","19,190.17","21,636.82","24,084.41","25,718.88","27,286.81","29,161.36","31,029.33","33,041.70",2021
Seychelles,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,353.80","4,525.57","4,678.07","4,837.17","5,196.68","5,865.08","5,991.30","6,171.15","6,704.00","7,637.71","8,472.57","8,881.82","9,691.27","10,425.98","10,115.93","10,226.67","11,288.27","12,732.80","12,938.30","13,106.25","13,849.07","13,827.36","13,951.85","13,380.26","13,397.33","14,993.29","16,560.35","18,684.09","18,231.03","18,075.86","18,913.90","20,947.84","21,565.04","22,369.39","24,682.87","24,812.99","27,076.70","28,530.63","29,816.81","30,991.40","28,703.56","31,987.52","37,660.94","40,649.49","43,110.68","45,452.48","47,690.29","50,044.01",2015
Sierra Leone,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",782.743,851.982,901.827,901.232,944.219,890.655,889.906,913.67,945.139,"1,007.11","1,045.58",987.937,913.176,939.381,997.447,917.509,701.306,584.801,580.249,530.834,548.509,639.145,785.651,836.253,876.122,908.906,945.769,"1,021.49","1,071.54","1,088.09","1,134.21","1,203.17","1,405.48","1,746.55","1,787.66","1,599.22","1,678.27","1,633.73","1,694.12","1,777.16","1,726.96","1,834.75","1,972.04","2,066.69","2,169.76","2,274.55","2,370.86","2,470.35",2021
Singapore,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,479.44","10,958.81","11,927.27","13,281.00","14,689.88","15,039.42","15,562.96","17,406.20","19,547.28","21,730.07","23,812.87","25,527.98","27,019.33","30,059.25","33,054.63","35,087.01","36,869.62","39,283.07","37,557.04","39,943.66","43,775.82","43,104.22","45,080.22","48,774.72","54,377.32","58,814.97","64,054.39","68,793.78","67,718.30","66,212.17","75,389.75","80,052.39","82,064.96","83,001.79","84,423.19","86,974.75","89,436.60","95,310.33","100,686.06","102,431.35","99,681.18","116,486.28","131,425.71","140,280.14","147,117.89","152,666.97","158,689.42","164,987.15",2021
Slovak Republic,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,239.37","8,887.52","9,733.72","10,577.98","11,299.98","11,873.73","12,015.50","12,418.89","13,160.32","13,967.69","15,038.07","16,265.94","17,884.49","20,001.29","22,765.85","24,482.74","23,267.99","24,992.49","26,174.69","26,904.58","27,928.64","28,944.02","29,986.48","29,667.55","30,900.92","32,792.68","34,203.09","33,061.23","35,462.76","38,620.16","40,546.13","42,751.68","44,884.36","47,053.01","49,245.78",2021
Slovenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,164.79","11,808.46","12,699.91","13,496.01","14,232.50","15,234.08","15,927.30","17,069.71","18,011.76","18,987.60","19,920.17","20,904.09","22,385.29","23,950.22","26,032.81","28,502.73","30,070.50","27,674.64","28,181.02","28,968.84","29,066.33","29,990.16","30,883.45","31,646.80","33,946.64","36,680.19","39,210.60","41,011.10","39,428.35","44,162.41","49,967.80","52,517.70","55,172.69","57,901.17","60,809.41","63,881.13",2021
Solomon Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",967.046,"1,005.15","1,015.29","1,061.17","1,067.26","1,034.62","1,022.92","1,104.67","1,126.11","1,186.78","1,223.61","1,303.63","1,460.71","1,511.58","1,622.21","1,772.56","1,783.25","1,747.86","1,741.36","1,709.65","1,458.55","1,336.20","1,284.23","1,358.85","1,450.96","1,540.92","1,627.25","1,706.26","1,798.90","1,814.34","1,946.44","2,077.50","2,089.18","2,177.29","2,184.12","2,183.35","2,266.42","2,318.38","2,376.08","2,398.55","2,294.88","2,333.29","2,336.40","2,428.57","2,483.85","2,549.50","2,617.05","2,688.02",2019
Somalia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,959.642,870.495,998.917,"1,161.64","1,218.48","1,157.54","1,195.44","1,215.64","1,193.37","1,244.63","1,322.03","1,372.87","1,413.95","1,455.64","1,500.66","1,549.05",2013
South Africa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,109.95","5,745.07","5,921.82","5,886.25","6,250.48","6,221.27","6,206.53","6,356.09","6,712.45","6,989.83","7,067.26","7,059.19","6,890.27","6,965.76","7,172.05","7,390.90","7,704.80","7,908.41","7,915.69","8,099.08","8,501.65","8,767.01","9,107.44","9,468.95","10,057.68","10,794.98","11,609.53","12,397.86","12,853.95","12,548.36","12,885.35","13,361.59","13,191.40","13,590.78","13,594.67","13,696.85","13,737.62","13,838.85","14,176.34","14,267.86","13,331.84","14,441.84","15,555.90","16,042.71","16,334.95","16,618.04","16,913.54","17,219.59",2021
South Sudan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,100.98","1,341.08","1,577.53","1,508.25","1,361.59","1,028.29",888.762,864.062,860.404,790.344,842.612,934.404,993.227,"1,031.21","1,067.53","1,104.00","1,142.11",2008
Spain,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,818.98","8,443.63","9,028.08","9,492.12","9,961.99","10,482.73","11,028.92","11,919.08","12,963.92","14,118.34","15,183.47","16,050.82","16,501.71","16,619.13","17,323.73","18,373.01","19,118.21","20,146.40","21,209.28","22,412.99","23,877.43","25,244.72","25,919.41","26,721.12","27,856.35","29,232.42","30,877.49","32,218.44","32,589.80","31,300.84","31,597.32","31,872.36","31,724.63","32,452.66","33,544.36","34,938.58","37,309.87","39,626.47","41,328.35","42,600.44","38,244.47","41,838.25","46,551.16","48,594.47","50,703.99","52,866.65","54,813.25","56,672.64",2021
Sri Lanka,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,210.03","1,376.72","1,519.16","1,612.17","1,763.72","1,891.08","1,992.03","2,050.53","2,158.47","2,270.66","2,475.89","2,518.65","2,467.00","2,685.82","2,935.84","3,152.91","3,576.74","3,990.33","3,948.80","4,097.95","4,515.90","4,495.58","4,698.34","5,033.02","5,403.68","5,873.19","6,468.72","7,042.85","7,550.98","7,813.75","8,483.28","9,347.19","10,618.57","11,243.81","11,706.82","12,208.01","13,056.64","13,584.19","14,081.59","14,214.66","13,812.94","14,706.52","14,230.06","14,140.09","14,492.26","14,982.96","15,563.17","16,184.66",2020
St. Kitts and Nevis,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,008.35","3,399.79","3,849.95","3,938.82","4,500.74","4,974.99","5,565.78","6,226.70","7,166.33","7,932.87","8,682.45","9,139.81","9,554.71","10,191.61","10,835.42","11,307.34","12,057.89","13,022.48","13,162.46","13,717.33","15,204.17","16,152.79","16,397.13","15,836.84","16,677.41","18,626.12","19,564.68","19,981.42","22,394.10","21,538.93","21,570.39","22,133.19","21,039.33","21,858.71","23,555.36","23,424.16","24,377.52","25,340.71","26,369.38","27,846.07","23,999.82","23,856.72","27,781.50","29,856.48","31,472.42","32,590.68","33,762.91","34,988.04",2015
St. Lucia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,433.84","2,762.47","2,956.61","3,155.78","3,482.55","3,982.60","4,578.21","4,807.22","5,585.84","6,216.66","7,012.65","7,177.29","7,799.76","7,976.61","8,114.02","8,266.16","8,523.77","8,460.80","8,957.07","9,219.59","9,294.47","9,069.28","9,177.28","9,667.15","10,529.22","10,690.02","11,562.02","11,964.93","12,640.14","12,909.65","13,048.37","13,828.23","13,603.78","13,985.07","14,166.00","13,923.78","14,633.79","15,235.59","15,923.68","16,002.35","12,172.61","14,139.89","16,417.40","17,880.30","18,825.16","19,443.77","20,015.73","20,571.86",2015
St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,936.70","2,183.18","2,358.64","2,510.71","2,719.26","2,904.48","3,101.71","3,177.99","3,700.95","3,951.67","4,263.60","4,471.11","4,891.39","5,180.56","5,223.05","5,687.95","5,846.19","6,161.79","6,500.92","6,723.04","6,990.83","7,254.21","7,717.31","8,342.17","8,877.13","9,352.65","10,259.97","10,850.21","11,093.21","11,015.17","10,658.94","10,801.67","10,941.05","11,482.47","11,891.29","12,035.30","13,012.28","13,030.30","13,737.84","14,028.91","13,432.99","14,051.40","15,785.75","17,310.23","18,501.63","19,483.86","20,368.69","21,300.24",2016
Sudan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,080.40","1,220.76","1,311.51","1,305.37","1,219.40","1,216.06","1,326.63","1,407.87","1,491.21","1,532.77","1,506.93","1,618.31","1,696.40","1,732.99","1,780.31","2,049.48","2,151.04","2,272.99","2,437.92","2,526.11","2,736.93","3,024.92","3,174.96","3,349.06","3,523.96","3,749.87","4,013.70","4,248.12","4,382.19","4,179.55","4,281.66","5,197.99","3,929.48","3,934.82","4,509.18","4,438.09","5,569.20","4,705.15","4,572.49","4,408.04","4,190.28","4,275.07","4,449.59","4,608.13","4,840.09","5,132.82","5,429.36","5,716.35",2011
Suriname,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,984.24","6,132.32","6,439.98","6,352.80","5,963.02","6,676.67","7,470.82","8,012.68","8,182.74","8,103.36","8,179.98","8,646.57","9,001.50","9,650.70","10,444.04","11,171.84","12,042.70","12,853.17","13,456.33","13,762.45","14,453.21","15,363.36","16,889.57","17,908.84","18,301.19","16,962.53","14,777.81","17,879.62","18,994.46","19,288.28","16,291.95","16,178.23","17,350.39","18,172.43","18,876.74","19,566.44","20,293.59","21,054.22",2020
Sweden,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,531.89","12,044.34","12,960.23","13,739.84","14,833.19","15,629.11","16,371.72","17,263.62","18,216.39","19,278.57","20,000.99","20,322.84","20,478.07","20,455.12","21,537.57","22,799.88","23,565.41","24,699.06","26,034.34","27,500.42","29,393.06","30,400.78","31,441.16","32,674.81","34,868.25","36,841.13","39,463.05","41,605.35","41,877.31","39,952.65","42,498.76","44,450.32","45,258.81","46,098.79","46,936.61","48,857.88","50,061.58","52,413.09","54,123.64","55,656.20","54,829.97","59,587.35","63,877.42","65,459.17","67,666.35","69,935.28","72,080.34","74,376.14",2021
Switzerland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","18,092.33","20,028.56","20,856.00","21,677.92","23,084.44","24,591.41","25,432.98","26,309.83","27,943.27","30,083.01","32,105.57","32,479.12","32,754.26","33,167.08","34,015.94","34,675.33","35,259.41","36,567.27","37,982.69","38,999.41","41,280.32","42,698.60","42,990.14","43,454.02","45,448.74","47,868.86","51,093.37","54,171.86","56,069.34","54,346.11","56,157.50","57,785.79","59,748.62","62,058.39","63,806.82","65,612.04","67,686.31","68,913.61","72,033.08","73,644.45","72,142.90","77,740.87","84,468.91","87,522.06","90,289.78","92,378.59","95,118.36","97,392.02",2020
Syria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,072.76","2,378.85","2,507.48","2,562.09","2,402.08","2,570.81","2,417.78","2,426.26","2,738.95","2,586.98","2,863.25","3,182.21","3,581.41","3,829.85","4,019.21","4,216.53","4,313.92","4,238.44","4,418.16","4,235.65","4,318.25","4,456.60","4,661.70","4,523.64","4,815.54","5,107.02","5,396.29","5,714.74","5,937.64","6,175.69","6,374.06",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
